annotation_id,claim_id,claim_cluster_id,link_reasons,linked_formal_ids,linked_component_ids,linked_outer_folds,linked_component_count,maximum_claim_similarity,retained_in_every_scorer_fold
eswa_0454,medfact_bench_649,claim_99490d0b7c,normalized_source_prefix,medfact_bench_1000;medfact_bench_1232,pair_component_0058,4,1,0.32793979437071324,False
eswa_0455,medfact_bench_1655,claim_fd966df45e,exact_normalized_claim;normalized_source_prefix,medfact_bench_1573;medfact_bench_1576;medfact_bench_1588;medfact_bench_1654;medfact_bench_1656,pair_component_0160,1,1,1.0000000000000013,False
eswa_0456,medfact_bench_904,claim_d2d2f1c112,normalized_source_prefix,medfact_bench_1013;medfact_bench_1150;medfact_bench_425,pair_component_0019,3,1,0.22614729474250242,False
eswa_0457,pubhealth_validation_486,claim_d5ca8f44f6,,,,,0,0.1775242689638321,True
eswa_0458,medfact_bench_1992,claim_e682fbcd42,,,,,0,0.15702287815709834,True
eswa_0459,medfact_bench_1767,claim_cf99e5b962,exact_normalized_claim;normalized_source_prefix,medfact_bench_1581;medfact_bench_1588;medfact_bench_1676;medfact_bench_1722;medfact_bench_1725;medfact_bench_1738,pair_component_0160;pair_component_0163,1;2,2,1.0000000000000004,False
eswa_0460,medfact_bench_1837,claim_a7b08dcc20,,,,,0,0.7255521461571427,True
eswa_0461,medfact_bench_1073,claim_7444a298c2,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1071;medfact_bench_1072;medfact_bench_1073;medfact_bench_1074;medfact_bench_1075;medfact_bench_1078;medfact_bench_1142;medfact_bench_382,pair_component_0012,2,1,0.9999999999999967,False
eswa_0462,medfact_bench_904,claim_d2d2f1c112,normalized_source_prefix,medfact_bench_1013;medfact_bench_1150;medfact_bench_425,pair_component_0019,3,1,0.22614729474250242,False
eswa_0463,pubhealth_train_1122,claim_d1be0ff8a2,,,,,0,0.1477771453433609,True
eswa_0464,medfact_bench_251,claim_5b8137bbc4,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_250;medfact_bench_251;medfact_bench_252,pair_component_0097,0,1,0.9999999999999998,False
eswa_0465,medfact_bench_1969,claim_5faa20dafc,exact_normalized_claim;normalized_source_prefix,medfact_bench_1865;medfact_bench_1890,pair_component_0050,4,1,1.0000000000000016,False
eswa_0466,medfact_bench_882,claim_9e9a160b92,,,,,0,0.26286494640171365,True
eswa_0467,medfact_bench_1922,claim_5faa20dafc,exact_normalized_claim,medfact_bench_1865;medfact_bench_1890,pair_component_0050,4,1,1.0000000000000016,False
eswa_0468,medfact_bench_1626,claim_4ce83e423d,,,,,0,0.31776316027938145,True
eswa_0469,medfact_bench_1908,claim_5faa20dafc,exact_normalized_claim;normalized_source_prefix,medfact_bench_1865;medfact_bench_1890,pair_component_0050,4,1,1.0000000000000016,False
eswa_0470,pubhealth_train_1938,claim_751c55cb06,,,,,0,0.12802362703578096,True
eswa_0471,medfact_bench_651,claim_99490d0b7c,normalized_source_prefix,medfact_bench_1002;medfact_bench_1234,pair_component_0058,4,1,0.32793979437071324,False
eswa_0472,medfact_bench_1612,claim_18de2a076a,,,,,0,0.3785611710538498,True
eswa_0473,pubhealth_train_1927,claim_ffa83b7fd0,,,,,0,0.20481778909102982,True
eswa_0474,pubhealth_train_694,claim_0a8a4479db,,,,,0,0.20184514268281784,True
eswa_0475,medfact_bench_788,claim_d15ae24e2a,,,,,0,0.2172651581286935,True
eswa_0476,medfact_bench_327,claim_59971282c7,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_327,pair_component_0114,4,1,0.9999999999999991,False
eswa_0477,medfact_bench_1724,claim_cdb707bee7,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1722;medfact_bench_1723;medfact_bench_1724;medfact_bench_1727,pair_component_0160,1,1,1.0000000000000004,False
eswa_0478,pubhealth_test_1177,claim_98e2361e9a,,,,,0,0.24722059366852678,True
eswa_0479,medfact_bench_320,claim_347deb3d6d,,,,,0,0.25253224280055736,True
eswa_0480,medfact_bench_792,claim_d15ae24e2a,,,,,0,0.2172651581286935,True
eswa_0481,medfact_bench_726,claim_da74be9318,normalized_source_prefix,medfact_bench_1139;medfact_bench_1153,pair_component_0019,3,1,0.2019709158542105,False
eswa_0482,medfact_bench_104,claim_6a4642ac1f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_104,pair_component_0005,4,1,1.0000000000000002,False
eswa_0483,medfact_bench_197,claim_d01590d812,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_197,pair_component_0085,0,1,1.000000000000001,False
eswa_0484,medfact_bench_1625,claim_4ce83e423d,,,,,0,0.31776316027938145,True
eswa_0485,medfact_bench_1073,claim_7444a298c2,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1071;medfact_bench_1072;medfact_bench_1073;medfact_bench_1074;medfact_bench_1075;medfact_bench_1078;medfact_bench_1142;medfact_bench_382,pair_component_0012,2,1,0.9999999999999967,False
eswa_0487,medfact_bench_215,claim_986103c741,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_213;medfact_bench_214;medfact_bench_215;medfact_bench_216;medfact_bench_217,pair_component_0089,0,1,0.9999999999999999,False
eswa_0488,medfact_bench_652,claim_99490d0b7c,normalized_source_prefix,medfact_bench_1003;medfact_bench_1235,pair_component_0058,4,1,0.32793979437071324,False
eswa_0489,pubhealth_train_238,claim_9c1468f85c,,,,,0,0.14924974155930193,True
eswa_0490,medfact_bench_1625,claim_4ce83e423d,,,,,0,0.31776316027938145,True
eswa_0491,pubhealth_test_848,claim_8c95d34dad,,,,,0,0.3413488683411893,True
eswa_0492,medfact_bench_791,claim_d15ae24e2a,,,,,0,0.2172651581286935,True
eswa_0493,medfact_bench_1141,claim_e5c41b4984,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1071;medfact_bench_1076;medfact_bench_1111;medfact_bench_1140;medfact_bench_1141;medfact_bench_1142;medfact_bench_1143;medfact_bench_1198;medfact_bench_1207;medfact_bench_381,pair_component_0012,2,1,1.0000000000000004,False
eswa_0494,medfact_bench_1902,claim_43effd9610,,,,,0,0.18591308333593337,True
eswa_0495,medfact_bench_1307,claim_04196f1e2f,exact_normalized_claim;normalized_source_prefix;same_record_id,medfact_bench_1306;medfact_bench_1307;medfact_bench_1308;medfact_bench_1314;medfact_bench_1315;medfact_bench_1510,pair_component_0069,0,1,0.9999999999999992,False
eswa_0496,medfact_bench_1614,claim_18de2a076a,,,,,0,0.3785611710538498,True
eswa_0497,medfact_bench_1614,claim_18de2a076a,,,,,0,0.3785611710538498,True
eswa_0498,medfact_bench_1987,claim_e682fbcd42,,,,,0,0.15702287815709834,True
eswa_0499,medfact_bench_1902,claim_43effd9610,,,,,0,0.18591308333593337,True
