annotation_id,claim_id,dataset,gold_label,claim_sha256,path_text,relations,path_type,evidence_tier,claim_predicate_families,kg_relation_family,predicate_aligned,endpoint_aligned,path_score,entity_pair_key,claim_cluster_id,duplicate_group_size,path_relevance,evidence_role,error_type,semantic_relation_remapped,actionability
eswa_0116,medfact_bench_1633,medaesqa,SUPPORT,46d999cd43481460bce8f0336d63aace71e570b118518a93a10a8309dd889039,cleidocranial dysplasia --presents--> Delayed eruption of teeth,presents,1-hop,DIRECT_PREDICATE_MISMATCH,CAUSES,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO:7340||PrimeKG::Symptom::HPO:684,claim_ff0a5279ff,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0117,pubhealth_validation_723,pubhealth,SUPPORT,91eb587d2b82c9b8173834d98d42aceb75a95507ff2bb90f9295b4bc78bd6ef9,liver cancer --localizes--> liver,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0002107||Disease::DOID:3571,claim_c5492fe42f,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0118,pubhealth_validation_101,pubhealth,UNCERTAIN,f8d265b392d14d63bb51a580f9b5449058570d2cbd9bfd9540e92c5678656f0a,type 2 diabetes mellitus --associates--> INS,associates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,ASSOCIATES,FALSE,TRUE,0.6675,Disease::DOID:9352||Gene::3630,claim_56983cf240,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0119,pubhealth_train_1115,pubhealth,SUPPORT,abea61e0fae9ed404f4fcec5d41a11cf705e3cb5f761b497f51f9a004c5deffc,amyotrophic lateral sclerosis --associates--> IGFALS,associates,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,ASSOCIATES,FALSE,TRUE,0.6675,Disease::DOID:332||Gene::3483,claim_ff1955f35a,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0120,pubhealth_validation_387,pubhealth,UNCERTAIN,4af7a0d2ba27f955f8fcc250870b79954645efb9e1a0117915ea5339b2eb01df,migraine --presents--> Pain,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,Disease::DOID:6364||Symptom::D010146,claim_7e6e8f26a3,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0121,pubhealth_validation_231,pubhealth,SUPPORT,4303a407ab5951cb08d1803ac934fb8d9b5dd99def2c7d841aefd260c713c8ef,Lithium --causes--> Thirst,causes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CAUSES,FALSE,TRUE,0.6675,Compound::DB01356||Side Effect::C0039971,claim_faa6d5b9fc,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0122,pubhealth_validation_311,pubhealth,UNCERTAIN,92ea433cab70dd429af650ad0ab1a20e79872e643b02830cbf5a3049931dbab2,macular degeneration --presents--> Macular degeneration,presents,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,PRESENTS,FALSE,TRUE,0.6675,PrimeKG::Disease::MONDO_grouped:11285_13406_12767_12540_7932_14189_3004_5150_5417_14207_12659_14266_13420_13409_12419_13416_12674_100114||PrimeKG::Symptom::HPO:608,claim_32e0524ff2,1,IRRELEVANT,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0123,pubhealth_test_463,pubhealth,UNCERTAIN,7fe0813efd916ab72032b9e976051ae1cf1821c738816ea58b6b1f33b809f4d1,autistic disorder --localizes--> brain,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0000955||Disease::DOID:12849,claim_49a32a7e3e,1,PARTIAL,SUPPORT,INSUFFICIENT_SPECIFICITY,false,ACTIONABLE
eswa_0124,pubhealth_test_317,pubhealth,UNCERTAIN,3b640c1c8767e48f3dd6ddc470c62144aaf04ffcbb2a19039785264c477095f6,coronary artery disease --localizes--> artery,localizes,1-hop,DIRECT_RELATION_UNRESOLVED,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.4675,Anatomy::UBERON:0001637||Disease::DOID:3393,claim_0a501ce8f8,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0127,medfact_bench_628,healthver,UNCERTAIN,e817c1d26c00551a9c35bf2540843e57b5b6890df0c6f64b5dcb87ce6560034f,nose --expresses--> CD79A ; mouth --expresses--> CD79A,expresses;expresses,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.715,Anatomy::UBERON:0000004||Gene::973,claim_8c3e601ce1,3,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0128,medfact_bench_1445,medaesqa,SUPPORT,00d5993d9f73166a3cfb34026e538d00d360fbee47388395528e1ac5276f5d86,Propofol --causes--> Apnoea ; Propofol --adverse_event_context--> Apnea,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB00818||Side Effect::C0003578,claim_26b4ef5f52,18,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0131,pubhealth_validation_245,pubhealth,SUPPORT,0a1b961ca229cd21fc449213e0cbfb9f456580466decabdf46a1351e924f2964,Clomipramine --adverse_event_context--> Pain ; Clomipramine --adverse_event_context--> Back pain,adverse_event_context;adverse_event_context,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB01242||Side Effect::C0030193,claim_1a6b810925,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0134,medfact_bench_124,scifact,SUPPORT,8c6cd074d8b6199f047f6672bacf92f7d4417d7a27864d54f294c0dc0d719012,SETD3 --participates--> methylation ; SETD3 --participates--> histone methylation,participates;participates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.69,Biological Process::GO:0016571||Gene::84193,claim_0637878dc4,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0136,medfact_bench_631,healthver,REFUTE,040adf4c6e17cc70dd4832df876ff031cd6efa911658044a867b3f9618988f30,Paclitaxel --causes--> Infection ; Paclitaxel --adverse_event_context--> Fever,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB01229||Side Effect::C0009450,claim_903103630b,3,IRRELEVANT,UNKNOWN,RELATION_MISMATCH,true,NON_ACTIONABLE
eswa_0138,medfact_bench_650,healthver,UNCERTAIN,d0248323c931671556ce7dc4c74b73065e5c75730196b74912ecf5d5c537093e,Betamethasone --treats--> autoimmune disease ; Betamethasone --treats--> systemic lupus erythematosus,treats;treats,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.8454,Compound::DB00443||PrimeKG::Disease::MONDO:7179,claim_99490d0b7c,3,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0139,medfact_bench_1967,medaesqa,SUPPORT,aa96737e5a7c003c982b8d6ac3effff497a10e1a4cfde3a427f1c147e820814b,cardiac atrium --upregulates--> NR4A3 ; cardiac atrium --downregulates--> MAGEE1,upregulates;downregulates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Anatomy::UBERON:0002081||Gene::8013,claim_5faa20dafc,13,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0140,medfact_bench_1921,medaesqa,UNCERTAIN,aa96737e5a7c003c982b8d6ac3effff497a10e1a4cfde3a427f1c147e820814b,cardiac ventricle --upregulates--> NR4A3 ; cardiac ventricle --downregulates--> MAGEE1,upregulates;downregulates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Anatomy::UBERON:0002082||Gene::8013,claim_5faa20dafc,13,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0141,pubhealth_train_1254,pubhealth,REFUTE,09b03f3c5a7128f08ccfa689fa3479045bd646b90a792ed8be8b8bc92f665f0d,Zolmitriptan --causes--> Carcinoma breast ; Zolmitriptan --causes--> Breast cancer,causes;causes,2-hop,TWO_HOP_CONTEXT,TARGETS,CONTEXT_ONLY,FALSE,TRUE,0.77,Compound::DB00315||Side Effect::C0678222,claim_7d9a0a1775,1,IRRELEVANT,UNKNOWN,POLARITY,false,NON_ACTIONABLE
eswa_0143,pubhealth_test_767,pubhealth,UNCERTAIN,9e30c9e70ec5742cabcde184b3880c96ccc4dd9f82b516235a5a8c1a723dcebe,pneumonia --treats--> Ceftizoxime ; Ceftizoxime --causes--> Tenderness,treats;causes,2-hop,TWO_HOP_CONTEXT,PRESENTS,CONTEXT_ONLY,FALSE,TRUE,0.7362,Compound::DB01332||Side Effect::C0234233,claim_0c7ab27ea9,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0146,medfact_bench_320,scifact,UNCERTAIN,566bf307e34e1bc311894918fadc2e5cbf5fe9079ae68072c6bff33090eefe13,Epinephrine --targets--> TNF ; Epinephrine --causes--> Necrosis,targets;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7638,Compound::DB00668||Side Effect::C0027540,claim_347deb3d6d,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0147,medfact_bench_382,healthver,REFUTE,cde47454a799e8c76d5f11cb99152cdf11f79a77bdc5ebeecb7b28a9ecd2ad12,Enoxaparin --causes--> Sickness ; Fever --causes--> Enoxaparin,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB01225||Side Effect::C0221423,claim_65a4d52abd,2,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0148,medfact_bench_870,healthver,SUPPORT,668e7849fbd9b5384d5457b6336e7adeab94101fa3465c655c97e604cc7437fe,Quetiapine --adverse_event_context--> Cough ; Quetiapine --adverse_event_context--> Fatigue,adverse_event_context;adverse_event_context,2-hop,TWO_HOP_CONTEXT,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB01224||Side Effect::C0015672,claim_724d1c94ae,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0150,medfact_bench_1435,medaesqa,SUPPORT,4d2467d6f9ac25159681bf7b63fdf6b55a1c83197cc3c99b173b49354e6f7803,Micafungin --causes--> Fluid overload ; Apnea --causes--> Micafungin,causes;causes,2-hop,TWO_HOP_CONTEXT,TREATS;PRESENTS,CONTEXT_ONLY,FALSE,TRUE,0.81,Compound::DB01141||Side Effect::C0546817,claim_6f78fe919d,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0151,medfact_bench_1599,medaesqa,UNCERTAIN,61955eb6f3a922ce20cef5b0a4638e082ebea3d3ea54a432888bd470ac202d8f,TPP1 --participates--> bone remodeling ; TPP1 --participates--> bone resorption,participates;participates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.71,Biological Process::GO:0045453||Gene::1200,claim_3a664ae1f5,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0152,pubhealth_train_1318,pubhealth,REFUTE,b9c70f1792c6af178946445cab223a7859d9f8c80a2295b38d178cdfd193c9ec,Citalopram --causes--> Restless legs syndrome ; Citalopram --adverse_event_context--> Restless legs,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.81,Compound::DB00215||Side Effect::C0035258,claim_64cb8b2197,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0153,pubhealth_validation_723,pubhealth,SUPPORT,91eb587d2b82c9b8173834d98d42aceb75a95507ff2bb90f9295b4bc78bd6ef9,liver --expresses--> NR1I3 ; liver cancer --associates--> NR1I3,expresses;associates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7075,Anatomy::UBERON:0002107||Gene::9970,claim_c5492fe42f,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0154,pubhealth_validation_979,pubhealth,UNCERTAIN,5ca46f878c5716cd229c696a99cb7bad4e844e24cd9e4e7b0d604b7bd415ee91,Sevoflurane --causes--> Convulsion ; Seizure --causes--> Sevoflurane,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB01236||Side Effect::C0036572,claim_cf3beedc0c,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0155,medfact_bench_331,scifact,REFUTE,9bb0b7a659c204bffe2ede75337fdf16c3729b919982ead3bfafe52d79c53dcb,type 2 diabetes mellitus --presents--> Body Weight ; type 2 diabetes mellitus --presents--> Birth Weight,presents;presents,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.6525,Disease::DOID:9352||Symptom::D001835,claim_72fb4978f4,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0156,medfact_bench_45,scifact,SUPPORT,fdf5d41bf9320988be9b9d21f7e611a36bd184528617c7387b89c92cc050d0ab,Pregabalin --causes--> Carcinoma breast ; Pregabalin --causes--> Breast cancer,causes;causes,2-hop,TWO_HOP_CONTEXT,ASSOCIATES,CONTEXT_ONLY,FALSE,TRUE,0.77,Compound::DB00230||Side Effect::C0678222,claim_c7ec8308fd,3,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0158,medfact_bench_384,healthver,REFUTE,cde47454a799e8c76d5f11cb99152cdf11f79a77bdc5ebeecb7b28a9ecd2ad12,Enoxaparin --causes--> Sickness ; Enoxaparin --adverse_event_context--> Fever,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB01225||Side Effect::C0221423,claim_65a4d52abd,2,IRRELEVANT,UNKNOWN,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0161,medfact_bench_1341,medaesqa,SUPPORT,70b994fec85e993165a0f6c4e2db7978a45c72f9a5bd2bb76731a96b1b0ee9d9,esophageal cancer --presents--> Body Weight ; esophageal cancer --presents--> Weight Loss,presents;presents,2-hop,TWO_HOP_CONTEXT,PRESENTS,CONTEXT_ONLY,FALSE,TRUE,0.6692,Disease::DOID:5041||Symptom::D015431,claim_56720cb034,5,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0162,medfact_bench_1303,medaesqa,UNCERTAIN,7c144ecafb88ae46b90627285c13b137e3a7ce0f077e038fc5a5b5e613c2aed0,Propofol --causes--> Apnoea ; Propofol --adverse_event_context--> Apnea,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB00818||Side Effect::C0003578,claim_742d79bf17,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0163,pubhealth_test_444,pubhealth,REFUTE,110f4a35a0c751d4888e5ff4c23260955c56a76452bdd3dc400e6fabdb142c3e,kidney cancer --associates--> CCBL1 ; KYAT1 --associates--> kidney cancer,associates;associates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.72,Disease::DOID:263||PrimeKG::Disease::MONDO:2367,claim_93ffb81e0b,1,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
eswa_0164,pubhealth_validation_174,pubhealth,SUPPORT,d628ce19c0e06d35ca09079fc646d40546b1175d7cc7e804e141302d579a8345,Tolcapone --causes--> Fall ; Falls --causes--> Tolcapone,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB00323||Side Effect::C0085639,claim_63d70c11a5,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0165,pubhealth_test_357,pubhealth,UNCERTAIN,abc6991d2d55d29c5d345f3db8d97af871392c7c3b83acfcf0532f41abf59be4,Pregabalin --causes--> Carcinoma breast ; Pregabalin --causes--> Breast cancer,causes;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.77,Compound::DB00230||Side Effect::C0678222,claim_0f4efa0475,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0166,medfact_bench_164,scifact,REFUTE,cad856721fbd27e00dd7c84ec9371c133df67b655f055742fe7f6dc5687908b3,cardiovascular disease --contraindicates--> Estradiol ; Estradiol --causes--> Cardiovascular disorder,contraindicates;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7567,Compound::DB00783||Side Effect::C0007222,claim_0c4949e829,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0167,medfact_bench_131,scifact,SUPPORT,5941bc4a97b557c02a9f0ceeef1ed12d16de46655d6e7c6ee95a877ef317bae1,Dementia --causes--> Thalidomide ; Thalidomide --adverse_event_context--> Hypoglycemia,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,CAUSES,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB01041||PrimeKG::Symptom::HPO:726,claim_bf0009c288,1,PARTIAL,CONTEXT_ONLY,POLARITY,true,NON_ACTIONABLE
eswa_0168,medfact_bench_100,scifact,UNCERTAIN,d902e5aa71c5dd4a845b40b39df19b8c9d440ca1995adb45706e113126f4cb0d,Lamotrigine --treats--> epilepsy syndrome ; epilepsy --treats--> Lamotrigine,treats;treats,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7525,Compound::DB00555||PrimeKG::Disease::MONDO:5027,claim_23c10c2076,1,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0169,medfact_bench_631,healthver,REFUTE,040adf4c6e17cc70dd4832df876ff031cd6efa911658044a867b3f9618988f30,Saquinavir --causes--> Infection ; Saquinavir --adverse_event_context--> Fever,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB01232||Side Effect::C0009450,claim_903103630b,3,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0170,medfact_bench_379,healthver,SUPPORT,d303e15ed6f9bfb4e864ec692a497ff25f019dddbfe0efe268f7cdfd6502e696,Nadolol --treats--> hypertension ; Nadolol --causes--> Hypertensive,treats;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Compound::DB01203||Side Effect::C0857121,claim_6843348685,2,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0171,medfact_bench_628,healthver,UNCERTAIN,e817c1d26c00551a9c35bf2540843e57b5b6890df0c6f64b5dcb87ce6560034f,Budesonide --adverse_event_context--> Cough ; Budesonide --causes--> Sneezing,adverse_event_context;causes,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB01222||Side Effect::C0037383,claim_8c3e601ce1,3,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0172,medfact_bench_1445,medaesqa,SUPPORT,00d5993d9f73166a3cfb34026e538d00d360fbee47388395528e1ac5276f5d86,Fentanyl --causes--> Apnoea ; Fentanyl --adverse_event_context--> Apnea,causes;adverse_event_context,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.74,Compound::DB00813||Side Effect::C0003578,claim_26b4ef5f52,18,IRRELEVANT,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,true,NON_ACTIONABLE
eswa_0176,medfact_bench_253,scifact,REFUTE,1ca870b2636f7d14e5a82551c35df4f0b6b05262945599cbed3bd5ecce3fdbfc,HIST2H2AC --interacts--> HIST1H3D ; H2AFZ --interacts--> HIST1H3D,interacts;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Gene::3015||Gene::8351,claim_dfca02015b,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0177,medfact_bench_783,healthver,REFUTE,4085b3a013a2c7648ac929048989a8aa32261234d80088a48507a96af11db033,S-Adenosylmethionine --resembles--> Azacitidine ; Azacitidine --upregulates--> SARS,resembles;upregulates,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.6483,Compound::DB00118||Gene::6301,claim_e0473a4df0,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0180,medfact_bench_349,healthver,REFUTE,da57923f4ca05e9dd58de7c4342eea8fc34f91a019ea7737ac8f8ef75cb18893,UBC --interacts--> SARS2 ; SARS --interacts--> UBC,interacts;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7025,Gene::54938||Gene::7316,claim_1b7cc8b412,2,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0181,pubhealth_test_1205,pubhealth,UNCERTAIN,7219e59c29098a49ab4fafd1719ec7330de8ac2cf9c33e9997a02ab344cac722,Rivastigmine --causes--> Carcinoma colon ; Rivastigmine --causes--> Inflammation,causes;causes,2-hop,TWO_HOP_CONTEXT,ASSOCIATES,CONTEXT_ONLY,FALSE,TRUE,0.77,Compound::DB00989||Side Effect::C0699790,claim_78c19563d0,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0182,medfact_bench_320,scifact,UNCERTAIN,566bf307e34e1bc311894918fadc2e5cbf5fe9079ae68072c6bff33090eefe13,YSIL6 --targets--> TNF ; IL6 --targets--> YSIL6,targets;targets,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7275,Compound::DB05017||Gene::7124,claim_347deb3d6d,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0183,medfact_bench_683,healthver,REFUTE,ac0889bbe0b59e88f59b5e349c8eb69ef0ddea51445b5d53d6487fd36a3e25f1,UBC --interacts--> SARS2 ; SARS --interacts--> UBC,interacts;interacts,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.7025,Gene::54938||Gene::7316,claim_32ad64a3f3,3,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0184,medfact_bench_125,scifact,UNCERTAIN,6ab4948be5c8d290c5260791af7d5263b4c25ad6c143e3dad43e66846108055d,UBC --interacts--> SBDS ; UBC --interacts--> SP7,interacts;interacts,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.7025,Gene::121340||Gene::7316,claim_eb8b35e7e5,1,PARTIAL,CONTEXT_ONLY,INDIRECT_BRIDGE,false,NON_ACTIONABLE
eswa_0187,medfact_bench_108,scifact,UNCERTAIN,9e5464f5e3d3f8c0462bf741c77036fc290997beb6d1fdb427417d47d4790a73,Doxorubicin --upregulates--> PRCP ; Doxorubicin --causes--> Pneumocystis jirovecii pneumonia,upregulates;causes,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Compound::DB00997||Side Effect::C1535939,claim_ab76548722,1,IRRELEVANT,UNKNOWN,ENTITY_LINKING,false,NON_ACTIONABLE
eswa_0188,medfact_bench_231,scifact,UNCERTAIN,fe628455754ee25b33f25d611318fe6fa8ff20c9a6250f8c00ca7c77184c10ea,heart --downregulates--> GOLGA6A ; heart --expresses--> GLP1R,downregulates;expresses,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.55,Anatomy::UBERON:0000948||Gene::342096,claim_e5015ad354,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0189,medfact_bench_792,healthver,SUPPORT,c5c739d210e7942b37c002585504024dbc8440578ca75381a0fa74ed9d4be6a4,Coronavinae infectious disease --palliates--> Remdesivir ; Chloroquine --palliates--> Coronavinae infectious disease,palliates;palliates,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.79,Compound::DB00608||PrimeKG::Disease::MONDO:5719,claim_d15ae24e2a,1,PARTIAL,SUPPORT,POLARITY,false,ACTIONABLE
eswa_0190,medfact_bench_1956,medaesqa,SUPPORT,76da0eb3096bf1d35393d3a19f5af9419476f27124e540226af2163f95c3181d,SLIT2 --participates--> cell migration ; SLIT2 --participates--> epithelial cell migration,participates;participates,2-hop,TWO_HOP_CONTEXT,TREATS,CONTEXT_ONLY,FALSE,TRUE,0.71,Biological Process::GO:0010631||Gene::9353,claim_687787b9f2,1,PARTIAL,CONTEXT_ONLY,INSUFFICIENT_SPECIFICITY,false,NON_ACTIONABLE
eswa_0191,medfact_bench_44,scifact,REFUTE,0d66257d03c48da709c1640f4556858325e7e8f0d0edc42baf607043f6fdadf5,lupus erythematosus --treats--> Methylprednisolone ; Methylprednisolone --treats--> systemic lupus erythematosus,treats;treats,2-hop,TWO_HOP_CONTEXT,UNRESOLVED,CONTEXT_ONLY,FALSE,TRUE,0.8225,Compound::DB00959||PrimeKG::Disease::MONDO_grouped:4670_5282_19561,claim_fec2b47a6c,1,PARTIAL,CONTEXT_ONLY,RELATION_MISMATCH,false,NON_ACTIONABLE
